Time,72,16,82,141,142,149,150,143,144,138,139,89,136,137,76,77,75,78,74,13,147,148,145,146,140
0,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.066667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.133333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.2,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.266667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.333333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.4,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.466667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.533333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.6,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.666667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.733333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.8,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.866667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
0.933333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.066667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.133333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.2,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.266667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.333333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.4,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.466667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.533333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.6,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.666667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.733333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.8,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.866667,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
1.933333,0.9938,0.9939,0.9946,1.0266,1.0444,1.0345,1.0449,1.0403,1.054,1.0341,1.0484,0.9891,1.0291,1.0452,0.9966,0.9935,0.9897,0.9914,0.9935,0.9902,1.0341,1.0478,1.0373,1.0525,1.0235
